1,82.36211637318898,0.9493670886075949,1,1,3621443,2019-05-13 16:48:36.759830,default,Unspecified
2,99.4323114246914,0.95,1,1,3550898,2019-05-16 04:17:22.652075,default,Unspecified
3,60.502652028220986,0.8796296296296297,1,1,3550898,2019-05-16 04:17:41.604357,default,Unspecified
4,63.6068717941854,0.9408284023668639,1,1,406,2019-05-16 04:18:47.876891,default,Unspecified
5,72.91001301519944,0.8584905660377359,1,1,3810951,2019-05-16 04:19:07.687077,default,Unspecified
6,75.43553117308696,0.9066147859922179,1,1,58,2019-05-16 04:19:47.118786,default,Unspecified
7,73.68097408639875,0.9428571428571428,1,1,3641223,2019-05-19 04:07:49.873742,default,Unspecified
8,70.71579203154812,0.8816901408450705,1,1,3550523,2019-05-19 04:08:53.164013,default,Unspecified
9,60.372925087282596,0.8939393939393939,1,1,3641400,2019-05-20 18:21:15.526775,default,Unspecified
10,63.71399067629508,0.896,1,1,3550375,2019-05-20 18:21:37.556890,default,Unspecified
11,77.6154899011433,0.9353099730458221,1,1,3550392,2019-05-25 02:35:22.653144,default,Unspecified
12,61.605478512549745,0.8798185941043084,1,1,3622190,2019-05-31 01:18:04.630218,default,Unspecified
13,66.72098821876375,0.9136690647482014,1,1,3550517,2019-05-31 01:20:39.253524,default,Unspecified
14,56.66731232226585,0.883668903803132,1,1,3620106,2019-06-02 16:46:02.286303,default,Unspecified
15,70.27098953577467,0.8527131782945736,1,1,3810573,2019-06-04 20:33:43.396037,default,Unspecified
16,75.55828312525492,0.9101123595505618,1,1,3640117,2019-06-17 17:05:18.464289,default,Unspecified
17,88.02630543287087,0.9534883720930233,1,1,3621297,2019-06-18 03:59:59.943762,default,Unspecified
18,72.2318080602284,0.9069767441860465,1,1,3550712,2019-06-18 04:00:30.814017,default,Unspecified
19,74.19766146692355,0.9310344827586207,1,1,3810911,2019-06-18 04:01:15.047638,default,Unspecified
20,65.04223183542832,0.9041095890410958,1,1,3621040,2019-06-18 04:01:29.424133,default,Unspecified
